adm3_pcode,Region,Zone,Woreda,NGO,activity_code,activity_raw,funding_status
ET120203,Gambela,Agnewak,Gog,Action Against Hunger,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET120407,Gambela,Itang Special woreda,Itang,Action Against Hunger,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET120202,Gambela,Agnewak,Gambela Zuria,Action Against Hunger,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET120407,Gambela,Itang Special woreda,Itang,Action Against Hunger,SC,SAM (SC) Stabilization Centre,Fully funded
ET120203,Gambela,Agnewak,Gog,Action Against Hunger,SC,SAM (SC) Stabilization Centre,Fully funded
ET120202,Gambela,Agnewak,Gambela Zuria,Action Against Hunger,SC,SAM (SC) Stabilization Centre,Fully funded
ET060205,Benishangul-Gumuz,Metekel,Dibate,Premiere Urgence Internationale,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET060205,Benishangul-Gumuz,Metekel,Dibate,Premiere Urgence Internationale,MAM,MAM Moderate Acute Malnutrition,Fully funded
ET060205,Benishangul-Gumuz,Metekel,Dibate,Premiere Urgence Internationale,AM,PLW_ (AM) Acute Malnutrition,Fully funded
ET060205,Benishangul-Gumuz,Metekel,Dibate,Premiere Urgence Internationale,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET060205,Benishangul-Gumuz,Metekel,Dibate,Premiere Urgence Internationale,SC,SAM (SC) Stabilization Centre,Fully funded
ET060207,Benishangul-Gumuz,Metekel,Bulen,Premiere Urgence Internationale,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET060207,Benishangul-Gumuz,Metekel,Bulen,Premiere Urgence Internationale,MAM,MAM Moderate Acute Malnutrition,Fully funded
ET060207,Benishangul-Gumuz,Metekel,Bulen,Premiere Urgence Internationale,AM,PLW_ (AM) Acute Malnutrition,Fully funded
ET060207,Benishangul-Gumuz,Metekel,Bulen,Premiere Urgence Internationale,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET060207,Benishangul-Gumuz,Metekel,Bulen,Premiere Urgence Internationale,SC,SAM (SC) Stabilization Centre,Fully funded
ET060201,Benishangul-Gumuz,Metekel,Dangur,Premiere Urgence Internationale,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET060201,Benishangul-Gumuz,Metekel,Dangur,Premiere Urgence Internationale,MAM,MAM Moderate Acute Malnutrition,Fully funded
ET060201,Benishangul-Gumuz,Metekel,Dangur,Premiere Urgence Internationale,AM,PLW_ (AM) Acute Malnutrition,Fully funded
ET060201,Benishangul-Gumuz,Metekel,Dangur,Premiere Urgence Internationale,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET060201,Benishangul-Gumuz,Metekel,Dangur,Premiere Urgence Internationale,SC,SAM (SC) Stabilization Centre,Fully funded
ET120203,Gambela,Agnewak,Gog,Action Against Hunger,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET120407,Gambela,Itang Special woreda,Itang,Action Against Hunger,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET120202,Gambela,Agnewak,Gambela Zuria,Action Against Hunger,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET050608,Somali,Shabelle,Berocano,Concern Worldwide,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET050608,Somali,Shabelle,Berocano,Concern Worldwide,SC,SAM (SC) Stabilization Centre,Fully funded
ET050601,Somali,Shabelle,East Imi,Concern Worldwide,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET030808,Amhara,Wag Hamra,Tsagbeji,Action Against Hunger,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET030803,Amhara,Wag Hamra,Dehana,Action Against Hunger,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET030808,Amhara,Wag Hamra,Tsagbeji,Action Against Hunger,SC,SAM (SC) Stabilization Centre,Fully funded
ET030808,Amhara,Wag Hamra,Tsagbeji,Action Against Hunger,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET030808,Amhara,Wag Hamra,Tsagbeji,Action Against Hunger,MAM,MAM Moderate Acute Malnutrition,Fully funded
ET030808,Amhara,Wag Hamra,Tsagbeji,Action Against Hunger,AM,PLW_ (AM) Acute Malnutrition,Fully funded
ET030808,Amhara,Wag Hamra,Tsagbeji,Action Against Hunger,NUTRITION,Nutrition Supplement/medicine,Fully funded
ET030803,Amhara,Wag Hamra,Dehana,Action Against Hunger,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET040103,Oromia,West Wellega,Gimbi,Action Against Hunger,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET040103,Oromia,West Wellega,Gimbi,Action Against Hunger,SC,SAM (SC) Stabilization Centre,Fully funded
ET030803,Amhara,Wag Hamra,Dehana,Action Against Hunger,SC,SAM (SC) Stabilization Centre,Fully funded
ET060306,Benishangul-Gumuz,Assosa,Bilidigilu,Action Against Hunger,SC,SAM (SC) Stabilization Centre,Fully funded
ET030803,Amhara,Wag Hamra,Dehana,Action Against Hunger,AM,PLW_ (AM) Acute Malnutrition,Fully funded
ET030803,Amhara,Wag Hamra,Dehana,Action Against Hunger,MAM,MAM Moderate Acute Malnutrition,Fully funded
ET020203,Afar,Kilbati /Zone2,Abaala,Premiere Urgence Internationale,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET020203,Afar,Kilbati /Zone2,Abaala,Premiere Urgence Internationale,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET020203,Afar,Kilbati /Zone2,Abaala,Premiere Urgence Internationale,SC,SAM (SC) Stabilization Centre,Fully funded
ET020203,Afar,Kilbati /Zone2,Abaala,Premiere Urgence Internationale,MAM,MAM Moderate Acute Malnutrition,Fully funded
ET020203,Afar,Kilbati /Zone2,Abaala,Premiere Urgence Internationale,AM,PLW_ (AM) Acute Malnutrition,Fully funded
ET020209,Afar,Kilbati /Zone2,Abaala town,Premiere Urgence Internationale,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET020209,Afar,Kilbati /Zone2,Abaala town,Premiere Urgence Internationale,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET020209,Afar,Kilbati /Zone2,Abaala town,Premiere Urgence Internationale,SC,SAM (SC) Stabilization Centre,Fully funded
ET020209,Afar,Kilbati /Zone2,Abaala town,Premiere Urgence Internationale,MAM,MAM Moderate Acute Malnutrition,Fully funded
ET020209,Afar,Kilbati /Zone2,Abaala town,Premiere Urgence Internationale,AM,PLW_ (AM) Acute Malnutrition,Fully funded
ET020205,Afar,Kilbati /Zone2,Berahile,Premiere Urgence Internationale,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET020205,Afar,Kilbati /Zone2,Berahile,Premiere Urgence Internationale,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET020205,Afar,Kilbati /Zone2,Berahile,Premiere Urgence Internationale,SC,SAM (SC) Stabilization Centre,Fully funded
ET020205,Afar,Kilbati /Zone2,Berahile,Premiere Urgence Internationale,MAM,MAM Moderate Acute Malnutrition,Fully funded
ET020205,Afar,Kilbati /Zone2,Berahile,Premiere Urgence Internationale,AM,PLW_ (AM) Acute Malnutrition,Fully funded
ET020206,Afar,Kilbati /Zone2,Dalol,Premiere Urgence Internationale,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET020206,Afar,Kilbati /Zone2,Dalol,Premiere Urgence Internationale,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET020206,Afar,Kilbati /Zone2,Dalol,Premiere Urgence Internationale,SC,SAM (SC) Stabilization Centre,Fully funded
ET020206,Afar,Kilbati /Zone2,Dalol,Premiere Urgence Internationale,MAM,MAM Moderate Acute Malnutrition,Fully funded
ET020206,Afar,Kilbati /Zone2,Dalol,Premiere Urgence Internationale,AM,PLW_ (AM) Acute Malnutrition,Fully funded
ET010222,Tigray,Central,Tanqua Melashe,Action Against Hunger,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET010222,Tigray,Central,Tanqua Melashe,Action Against Hunger,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET041211,Oromia,Borena,Dire,Action Against Hunger,SC,SAM (SC) Stabilization Centre,Fully funded
ET041211,Oromia,Borena,Dire,Action Against Hunger,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET041211,Oromia,Borena,Dire,Action Against Hunger,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET041210,Oromia,Borena,Moyale (OR),Action Against Hunger,SC,SAM (SC) Stabilization Centre,Fully funded
ET041210,Oromia,Borena,Moyale (OR),Action Against Hunger,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET041210,Oromia,Borena,Moyale (OR),Action Against Hunger,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET041007,Oromia,East Hararge,Kurfa Chele,Cooperative for Assistance and Relief Everywhere,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET041007,Oromia,East Hararge,Kurfa Chele,Cooperative for Assistance and Relief Everywhere,SC,SAM (SC) Stabilization Centre,Fully funded
ET041007,Oromia,East Hararge,Kurfa Chele,Cooperative for Assistance and Relief Everywhere,MAM,MAM Moderate Acute Malnutrition,Fully funded
ET041007,Oromia,East Hararge,Kurfa Chele,Cooperative for Assistance and Relief Everywhere,AM,PLW_ (AM) Acute Malnutrition,Fully funded
ET041007,Oromia,East Hararge,Kurfa Chele,Cooperative for Assistance and Relief Everywhere,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET041007,Oromia,East Hararge,Kurfa Chele,Cooperative for Assistance and Relief Everywhere,CAPACITY,Capacity Building,Fully funded
ET041007,Oromia,East Hararge,Kurfa Chele,Cooperative for Assistance and Relief Everywhere,"RAPIDASSESSMENTS,SURVEYS….","Nutrition assessment (rapid assessments, surveys….)",Fully funded
ET020102,Afar,Awsi /Zone 1,Elidar,Cooperative for Assistance and Relief Everywhere,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET020102,Afar,Awsi /Zone 1,Elidar,Cooperative for Assistance and Relief Everywhere,SC,SAM (SC) Stabilization Centre,Fully funded
ET010302,Tigray,Eastern,Erob,Cooperative for Assistance and Relief Everywhere,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET041013,Oromia,East Hararge,Bedeno,Action Against Hunger,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET041013,Oromia,East Hararge,Bedeno,Action Against Hunger,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET041013,Oromia,East Hararge,Bedeno,Action Against Hunger,SC,SAM (SC) Stabilization Centre,Fully funded
ET041013,Oromia,East Hararge,Bedeno,Action Against Hunger,MAM,MAM Moderate Acute Malnutrition,Fully funded
ET041013,Oromia,East Hararge,Bedeno,Action Against Hunger,AM,PLW_ (AM) Acute Malnutrition,Fully funded
ET041013,Oromia,East Hararge,Bedeno,Action Against Hunger,NUTRITION,Nutrition Supplement/medicine,Fully funded
ET030103,Amhara,North Gondar,Janamora,Cooperative for Assistance and Relief Everywhere,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET030119,Amhara,North Gondar,Telemt,Cooperative for Assistance and Relief Everywhere,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET030119,Amhara,North Gondar,Telemt,Cooperative for Assistance and Relief Everywhere,SC,SAM (SC) Stabilization Centre,Fully funded
ET030119,Amhara,North Gondar,Telemt,Cooperative for Assistance and Relief Everywhere,MAM,MAM Moderate Acute Malnutrition,Fully funded
ET030119,Amhara,North Gondar,Telemt,Cooperative for Assistance and Relief Everywhere,AM,PLW_ (AM) Acute Malnutrition,Fully funded
ET030103,Amhara,North Gondar,Janamora,Cooperative for Assistance and Relief Everywhere,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET030103,Amhara,North Gondar,Janamora,Cooperative for Assistance and Relief Everywhere,SC,SAM (SC) Stabilization Centre,Fully funded
ET041016,Oromia,East Hararge,Girawa,Action Against Hunger,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET041016,Oromia,East Hararge,Girawa,Action Against Hunger,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET041016,Oromia,East Hararge,Girawa,Action Against Hunger,SC,SAM (SC) Stabilization Centre,Fully funded
ET041016,Oromia,East Hararge,Girawa,Action Against Hunger,MAM,MAM Moderate Acute Malnutrition,Fully funded
ET041016,Oromia,East Hararge,Girawa,Action Against Hunger,AM,PLW_ (AM) Acute Malnutrition,Fully funded
ET041016,Oromia,East Hararge,Girawa,Action Against Hunger,NUTRITION,Nutrition Supplement/medicine,Fully funded
ET010222,Tigray,Central,Tanqua Melashe,Action Against Hunger,MAM,MAM Moderate Acute Malnutrition,Fully funded
ET041017,Oromia,East Hararge,Golo Oda,Action Against Hunger,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET041017,Oromia,East Hararge,Golo Oda,Action Against Hunger,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET041017,Oromia,East Hararge,Golo Oda,Action Against Hunger,SC,SAM (SC) Stabilization Centre,Fully funded
ET041017,Oromia,East Hararge,Golo Oda,Action Against Hunger,MAM,MAM Moderate Acute Malnutrition,Fully funded
ET041017,Oromia,East Hararge,Golo Oda,Action Against Hunger,AM,PLW_ (AM) Acute Malnutrition,Fully funded
ET041017,Oromia,East Hararge,Golo Oda,Action Against Hunger,NUTRITION,Nutrition Supplement/medicine,Fully funded
ET010222,Tigray,Central,Tanqua Melashe,Action Against Hunger,SC,SAM (SC) Stabilization Centre,Fully funded
ET050901,Somali,Liban,Filtu,Cooperative for Assistance and Relief Everywhere,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET050901,Somali,Liban,Filtu,Cooperative for Assistance and Relief Everywhere,SC,SAM (SC) Stabilization Centre,Fully funded
ET050901,Somali,Liban,Filtu,Cooperative for Assistance and Relief Everywhere,MAM,MAM Moderate Acute Malnutrition,Fully funded
ET050901,Somali,Liban,Filtu,Cooperative for Assistance and Relief Everywhere,AM,PLW_ (AM) Acute Malnutrition,Fully funded
ET050901,Somali,Liban,Filtu,Cooperative for Assistance and Relief Everywhere,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET050991,Somali,Liban,Deka Suftu,Cooperative for Assistance and Relief Everywhere,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET050991,Somali,Liban,Deka Suftu,Cooperative for Assistance and Relief Everywhere,SC,SAM (SC) Stabilization Centre,Fully funded
ET050991,Somali,Liban,Deka Suftu,Cooperative for Assistance and Relief Everywhere,MAM,MAM Moderate Acute Malnutrition,Fully funded
ET050991,Somali,Liban,Deka Suftu,Cooperative for Assistance and Relief Everywhere,AM,PLW_ (AM) Acute Malnutrition,Fully funded
ET050991,Somali,Liban,Deka Suftu,Cooperative for Assistance and Relief Everywhere,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET010308,Tigray,Eastern,Adigrat town,International Organization for Migration,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET010308,Tigray,Eastern,Adigrat town,International Organization for Migration,"RAPIDASSESSMENTS,SURVEYS….","Nutrition assessment (rapid assessments, surveys….)",Fully funded
ET010308,Tigray,Eastern,Adigrat town,International Organization for Migration,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET010308,Tigray,Eastern,Adigrat town,International Organization for Migration,MAM,MAM Moderate Acute Malnutrition,Fully funded
ET010308,Tigray,Eastern,Adigrat town,International Organization for Migration,AM,PLW_ (AM) Acute Malnutrition,Fully funded
ET010212,Tigray,Central,Adwa town,International Organization for Migration,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET010212,Tigray,Central,Adwa town,International Organization for Migration,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET010212,Tigray,Central,Adwa town,International Organization for Migration,MAM,MAM Moderate Acute Malnutrition,Fully funded
ET010212,Tigray,Central,Adwa town,International Organization for Migration,AM,PLW_ (AM) Acute Malnutrition,Fully funded
ET010114,Tigray,North Western,Endabaguna town,International Organization for Migration,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET050902,Somali,Liban,Dolo Ado,Save the Children,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET010114,Tigray,North Western,Endabaguna town,International Organization for Migration,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET010114,Tigray,North Western,Endabaguna town,International Organization for Migration,MAM,MAM Moderate Acute Malnutrition,Fully funded
ET010114,Tigray,North Western,Endabaguna town,International Organization for Migration,AM,PLW_ (AM) Acute Malnutrition,Fully funded
ET010104,Tigray,North Western,Tahtay Koraro,International Organization for Migration,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET010104,Tigray,North Western,Tahtay Koraro,International Organization for Migration,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET010104,Tigray,North Western,Tahtay Koraro,International Organization for Migration,MAM,MAM Moderate Acute Malnutrition,Fully funded
ET010104,Tigray,North Western,Tahtay Koraro,International Organization for Migration,AM,PLW_ (AM) Acute Malnutrition,Fully funded
ET010204,Tigray,Central,Adwa,Tigray Development Association,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET010204,Tigray,Central,Adwa,Tigray Development Association,SC,SAM (SC) Stabilization Centre,Fully funded
ET010204,Tigray,Central,Adwa,Tigray Development Association,NUTRITION,Nutrition Supplement/medicine,Fully funded
ET010107,Tigray,North Western,Sheraro town,International Organization for Migration,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET010107,Tigray,North Western,Sheraro town,International Organization for Migration,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET010107,Tigray,North Western,Sheraro town,International Organization for Migration,MAM,MAM Moderate Acute Malnutrition,Fully funded
ET010107,Tigray,North Western,Sheraro town,International Organization for Migration,AM,PLW_ (AM) Acute Malnutrition,Fully funded
ET030405,Amhara,South Wello,Thehulederie,International Organization for Migration,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET030405,Amhara,South Wello,Thehulederie,International Organization for Migration,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET030405,Amhara,South Wello,Thehulederie,International Organization for Migration,MAM,MAM Moderate Acute Malnutrition,Fully funded
ET030405,Amhara,South Wello,Thehulederie,International Organization for Migration,AM,PLW_ (AM) Acute Malnutrition,Fully funded
ET040405,Oromia,Jimma,Kersa (Jimma),International Organization for Migration,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET040405,Oromia,Jimma,Kersa (Jimma),International Organization for Migration,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET040405,Oromia,Jimma,Kersa (Jimma),International Organization for Migration,MAM,MAM Moderate Acute Malnutrition,Fully funded
ET040405,Oromia,Jimma,Kersa (Jimma),International Organization for Migration,AM,PLW_ (AM) Acute Malnutrition,Fully funded
ET040406,Oromia,Jimma,Mena (Jimma),International Organization for Migration,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET040406,Oromia,Jimma,Mena (Jimma),International Organization for Migration,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET040406,Oromia,Jimma,Mena (Jimma),International Organization for Migration,MAM,MAM Moderate Acute Malnutrition,Fully funded
ET040406,Oromia,Jimma,Mena (Jimma),International Organization for Migration,AM,PLW_ (AM) Acute Malnutrition,Fully funded
ET031118,Amhara,Central Gondar,Gondar town,International Organization for Migration,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET031118,Amhara,Central Gondar,Gondar town,International Organization for Migration,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET031118,Amhara,Central Gondar,Gondar town,International Organization for Migration,MAM,MAM Moderate Acute Malnutrition,Fully funded
ET031118,Amhara,Central Gondar,Gondar town,International Organization for Migration,AM,PLW_ (AM) Acute Malnutrition,Fully funded
ET031213,Amhara,West Gondar,Metema,International Organization for Migration,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET031213,Amhara,West Gondar,Metema,International Organization for Migration,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET031213,Amhara,West Gondar,Metema,International Organization for Migration,MAM,MAM Moderate Acute Malnutrition,Fully funded
ET031213,Amhara,West Gondar,Metema,International Organization for Migration,AM,PLW_ (AM) Acute Malnutrition,Fully funded
ET010405,Tigray,Southern,Endamehoni,Tigray Development Association,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET010405,Tigray,Southern,Endamehoni,Tigray Development Association,SC,SAM (SC) Stabilization Centre,Fully funded
ET010405,Tigray,Southern,Endamehoni,Tigray Development Association,NUTRITION,Nutrition Supplement/medicine,Fully funded
ET010405,Tigray,Southern,Endamehoni,Tigray Development Association,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET010409,Tigray,Southern,Maichew town,Tigray Development Association,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET010409,Tigray,Southern,Maichew town,Tigray Development Association,SC,SAM (SC) Stabilization Centre,Fully funded
ET010409,Tigray,Southern,Maichew town,Tigray Development Association,NUTRITION,Nutrition Supplement/medicine,Fully funded
ET010409,Tigray,Southern,Maichew town,Tigray Development Association,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET010403,Tigray,Southern,Neqsege,Tigray Development Association,NUTRITION,Nutrition Supplement/medicine,Fully funded
ET010403,Tigray,Southern,Neqsege,Tigray Development Association,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET010213,Tigray,Central,Axum town,Save the Children,MAM,MAM Moderate Acute Malnutrition,Fully funded
ET010213,Tigray,Central,Axum town,Save the Children,AM,PLW_ (AM) Acute Malnutrition,Fully funded
ET010304,Tigray,Eastern,Ganta Afeshum,Tigray Development Association,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET010304,Tigray,Eastern,Ganta Afeshum,Tigray Development Association,NUTRITION,Nutrition Supplement/medicine,Fully funded
ET010304,Tigray,Eastern,Ganta Afeshum,Tigray Development Association,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET010307,Tigray,Eastern,Atsbi,Tigray Development Association,NUTRITION,Nutrition Supplement/medicine,Fully funded
ET010307,Tigray,Eastern,Atsbi,Tigray Development Association,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET010204,Tigray,Central,Adwa,Tigray Development Association,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET010221,Tigray,Central,Keyhe tekli,Action Against Hunger,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET010221,Tigray,Central,Keyhe tekli,Action Against Hunger,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET010221,Tigray,Central,Keyhe tekli,Action Against Hunger,SC,SAM (SC) Stabilization Centre,Fully funded
ET010221,Tigray,Central,Keyhe tekli,Action Against Hunger,MAM,MAM Moderate Acute Malnutrition,Fully funded
ET010221,Tigray,Central,Keyhe tekli,Action Against Hunger,AM,PLW_ (AM) Acute Malnutrition,Fully funded
ET041216,Oromia,Borena,Miyo,Action Against Hunger,SC,SAM (SC) Stabilization Centre,Fully funded
ET041216,Oromia,Borena,Miyo,Action Against Hunger,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET041216,Oromia,Borena,Miyo,Action Against Hunger,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET041212,Oromia,Borena,Teltale,Action Against Hunger,SC,SAM (SC) Stabilization Centre,Fully funded
ET041212,Oromia,Borena,Teltale,Action Against Hunger,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET041212,Oromia,Borena,Teltale,Action Against Hunger,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET010209,Tigray,Central,Naeder,Save the Children,MAM,MAM Moderate Acute Malnutrition,Fully funded
ET010209,Tigray,Central,Naeder,Save the Children,AM,PLW_ (AM) Acute Malnutrition,Fully funded
ET010213,Tigray,Central,Axum town,Save the Children,SC,SAM (SC) Stabilization Centre,Fully funded
ET010219,Tigray,Central,Emba Sieneti,Save the Children,MAM,MAM Moderate Acute Malnutrition,Fully funded
ET010219,Tigray,Central,Emba Sieneti,Save the Children,AM,PLW_ (AM) Acute Malnutrition,Fully funded
ET041008,Oromia,East Hararge,Kersa (East Hararge),World vision international,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET041008,Oromia,East Hararge,Kersa (East Hararge),World vision international,SC,SAM (SC) Stabilization Centre,Fully funded
ET041008,Oromia,East Hararge,Kersa (East Hararge),World vision international,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET010217,Tigray,Central,Hahayle,Save the Children,MAM,MAM Moderate Acute Malnutrition,Fully funded
ET010217,Tigray,Central,Hahayle,Save the Children,AM,PLW_ (AM) Acute Malnutrition,Fully funded
ET030304,Amhara,North Wello,Meket,World vision international,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET030304,Amhara,North Wello,Meket,World vision international,SC,SAM (SC) Stabilization Centre,Fully funded
ET030304,Amhara,North Wello,Meket,World vision international,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET030304,Amhara,North Wello,Meket,World vision international,CAPACITY,Capacity Building,Fully funded
ET010215,Tigray,Central,Ahsea,Tigray Development Association,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET010215,Tigray,Central,Ahsea,Tigray Development Association,SC,SAM (SC) Stabilization Centre,Fully funded
ET010215,Tigray,Central,Ahsea,Tigray Development Association,NUTRITION,Nutrition Supplement/medicine,Fully funded
ET010215,Tigray,Central,Ahsea,Tigray Development Association,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET041806,Oromia,Kelem Wellega,Denbi Dollo town,Action Against Hunger,NUTRITION,Nutrition Supplement/medicine,Fully funded
ET010209,Tigray,Central,Naeder,Tigray Development Association,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET010209,Tigray,Central,Naeder,Tigray Development Association,NUTRITION,Nutrition Supplement/medicine,Fully funded
ET010209,Tigray,Central,Naeder,Tigray Development Association,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET010113,Tigray,North Western,Tsimbla,Tigray Development Association,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET010113,Tigray,North Western,Tsimbla,Tigray Development Association,NUTRITION,Nutrition Supplement/medicine,Fully funded
ET010113,Tigray,North Western,Tsimbla,Tigray Development Association,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET010606,Tigray,South Eastern,Samre,Tigray Development Association,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET010606,Tigray,South Eastern,Samre,Tigray Development Association,SC,SAM (SC) Stabilization Centre,Fully funded
ET010606,Tigray,South Eastern,Samre,Tigray Development Association,NUTRITION,Nutrition Supplement/medicine,Fully funded
ET010606,Tigray,South Eastern,Samre,Tigray Development Association,IYCF,IYCF -E Infant and Young Child Feeding in Emergencies,Fully funded
ET010213,Tigray,Central,Axum town,Save the Children,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET010209,Tigray,Central,Naeder,Save the Children,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
ET010103,Tigray,North Western,Zana,International Medical Corps,OTP,SAM (OTP) Outpatient therapeutic programme,Fully funded
